Ticker,Type,Période_détail,Période,en XOF,Chiffre d'Affaires,Résultat d'Exploitation,Résultat Financier,Résultat des activités ordinaires,Résultat Hors Activités Ordinaires,Résultat Net,Total Bilan,,Produit net bancaire,Résultat Brut d'Exploitation,Coût du risque,Créances sur la clientèle,Dettes à l'égard de la clientèle,Résultat avant impôts,EBITDAal
BOAC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,5980,,,15205,7687,-1285,-,-,5997,
BOAC,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,,,,5091,,,14424,7465,-2435,-,-,5109,
BOAC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,10703,,,18392,12330,-157,444437,760296,12153,
BOAC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,9340,,,17528,11758,-1218,465697,686378,10540,
BOAC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,7100,,,14878,9213,35,414757,646669,7751,
BOAC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,5141,,,10615,-,-,303685,549615,5391,
BOAC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,5590,,,10519,-,-,299102,504886,5740,
BOAC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,4457,,,10104,-,-,316279,396335,4538,
BOAC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,2697,,,7956,-,-,297669,393154,2846,
BOAC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,3341,,,8303,-,-,-,-,3350,
BOAC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,2614,,,7090,-,-,-,-,2623,
BOAC,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,,,,,,2513,,,7030,-,-,-,-,2522,
BOAC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,26293,,,53371,34460,-3762,468926,725803,30737,
BOAC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,25058,,,46003,28376,-1617,444446,649964,27011,
BOAC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,15134,,,34193,16661,-690,323812,592704,15684,
BOAC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,15213,,,32122,16481,-115,306613,546717,15713,
BOAC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,11781,,,30700,15973,-3500,289803,416656,12349,
BOAC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,9556,,,26040,-,-,298463,424191,10006,
BOAC,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,9118,,,23568,-,-,269336,379398,9144,
BOAC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,7687,,,22376,-,-,256781,356083,7713,
BOAC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,,,,,6930,,,21271,-,-,-,-,6956,
BOAC,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,10703,,,18392,12330,-157,,,12153,
BOAM,Annuel,An,2024,* Données annuelles en millions de XOF,,8559,,,,9123,541491,,36159,15863,-7304,276168,420336,,
BOAM,Annuel,An,2023,* Données annuelles en millions de XOF,,6298,,,,5778,560354,,35519,12190,-5892,260199,412113,,
BOAM,Annuel,An,2022,* Données annuelles en millions de XOF,,1125,,,,2460,576751,,35307,-8351,9476,268945,425026,,
BOAM,Annuel,An,2021,* Données annuelles en millions de XOF,,1986,,,,2095,581464,,35408,14186,-12200,262274,461599,,
BOAM,Annuel,An,2020,* Données annuelles en millions de XOF,,-1963,,,,528,579478,,32348,12363,-14495,252375,404667,,
BOAM,Annuel,An,2019,* Données annuelles en millions de XOF,,-6962,,,,-6987,577348,,32055,9176,-16138,280440,354353,,
BOAM,Annuel,An,2018,* Données annuelles en millions de XOF,,6602,,,,6340,484979,,29726,6257,345,272510,363035,,
BOAM,Annuel,An,2017,* Données annuelles en millions de XOF,,4468,,,,4262,455294,,29590,10171,-5703,247580,328725,,
BOAM,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,9403,514000,,29747,11761,-,257691,313939,,
BOAM,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,7126,535666,,30210,13715,-,258606,320343,,
BOAM,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,-,,,,4819,,,18213,8140,-3189,,,5006,
BOAM,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,2049,,,,2073,,,17504,7767,-5717,,,2197,
BOAM,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,1975,,,,1786,,,16701,6848,-4873,,,-,
BOAM,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,1594,,,,1731,,,17995,8305,-6710,,,1931,
BOAM,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,951,,,,3080,,,15853,6082,-5131,,,3264,
BOAM,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,-,,,,-9040,,,14582,3622,-12591,,,-8814,
BOAM,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,-,,,,4569,,,14401,5103,248,,,4766,
BOAM,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,-,,,,4291,,,15026,6198,-669,,,4819,
BOAM,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,-,,,,4066,,,16369,7527,-4544,,,4509,
BOAM,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,3021,,,8394,3257,,,,3103,
BOAM,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,1580,,,8663,3514,,,,1680,
BOAM,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,1578,,,8405,3540,,,,1678,
BOAM,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,1491,,,8160,3309,,,,1591,
BOAM,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,1458,,,8972,4335,,,,1558,
BOAM,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,1165,,,7014,2040,,,,1257,
BOAM,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,1572,,,6893,1463,,,,1660,
BOAM,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,1902,,,7114,-,,,,2000,
BOAM,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,2628,,,7256,-,,,,2892,
BOAM,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,,,,,,2294,,,7635,-,,,,2946,
BOAM,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,3838,,,,3753,,,26705,11795,-7957,,,-,
BOAM,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,3169,,,,2898,,,25372,10208,-7039,,,-,
BOAM,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,2675,,,,2764,,,25646,10007,-7332,,,3064,
BOAM,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,-,,,,5787,,,24205,9622,-,,,6063,
BOAM,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,-,,,,-6795,,,22224,5861,-,,,-6432,
BOAM,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,-,,,,6303,,,22408,-,-,,,6599,
BOAM,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,-,,,,7383,,,21605,-,-,,,8176,
BOAM,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,-,,,,7010,,,23495,-,-,,,8350,
BOAM,Trimestriel,T4,4èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,5778,,,35519,14678,-8763,,,6101,
BOAM,Trimestriel,T4,4èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,2460,,,35307,14387,-13261,,,2860,
BOAM,Trimestriel,T4,4èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,2095,,,35408,14186,-12200,,,2415,
BOAM,Trimestriel,T4,4èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,528,,,32348,12363,-14327,,,-,
BOAM,Trimestriel,T4,4èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,-6987,,,32055,9176,-16138,,,-6620,
BOAM,Trimestriel,T4,4èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,6340,,,29726,6257,345,,,6734,
BOAM,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,3021,,,8394,3257,,,,3103,
BOAN,Annuel,An,2024,* Données annuelles en millions de XOF,,5535,,,,5002,322404,,21380,8251,-2716,162488,182589,,
BOAN,Annuel,An,2023,* Données annuelles en millions de XOF,,11523,,,,10077,349869,,26976,13988,-2466,183084,205153,,
BOAN,Annuel,An,2022,* Données annuelles en millions de XOF,,11843,,,,10134,357509,,24624,12623,-779,192785,245622,,
BOAN,Annuel,An,2021,* Données annuelles en millions de XOF,,11033,,,,9397,356377,,24995,13067,-2035,206852,234001,,
BOAN,Annuel,An,2020,* Données annuelles en millions de XOF,,8572,,,,7421,329785,,24255,12328,-3756,202901,216417,,
BOAN,Annuel,An,2019,* Données annuelles en millions de XOF,,10287,,,,8502,343902,,23448,11529,-1242,194707,196225,,
BOAN,Annuel,An,2018,* Données annuelles en millions de XOF,,9750,,,,7666,300491,,20630,10376,-627,173429,176512,,
BOAN,Annuel,An,2017,* Données annuelles en millions de XOF,,8248,,,,7284,294499,,19626,9911,-1186,170037,157532,,
BOAN,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,6600,286739,,19087,9850,-,164236,145333,,
BOAN,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,5795,262944,,18053,9887,-,153215,143627,,
BOAN,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,3189,,,10927,4500,-1121,,,3414,
BOAN,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,5469,,,13196,6902,-476,,,6422,
BOAN,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,5446,,,12413,6639,-248,,,6395,
BOAN,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,5404,,,12361,6598,-132,,,6467,
BOAN,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,3324,,,11136,5604,-1635,,,4000,
BOAN,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,4530,,,11138,5595,-143,,,5452,
BOAN,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,4338,,,10477,5384,46,,,5430,
BOAN,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,4130,,,9910,5314,-345,,,4969,
BOAN,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,,,,3648,,,9712,5318,773,,,4521,
BOAN,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,1138,,,4781,1690,-429,,,1261,
BOAN,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,2286,,,5714,2725,-281,,,2448,
BOAN,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,2829,,,6122,3181,-27,,,3252,
BOAN,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,2733,,,5795,3088,86,,,3223,
BOAN,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,2318,,,5781,2913,-163,,,2750,
BOAN,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,2125,,,5376,2501,-6,,,2495,
BOAN,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,2038,,,5196,-,-,,,2511,
BOAN,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,2240,,,4995,-,-,,,2725,
BOAN,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,2040,,,4724,-,-,,,2265,
BOAN,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,,,,,,1881,,,4534,-,-,,,2293,
BOAN,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,4241,,,15920,6103,-1553,,,4586,
BOAN,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,8533,,,20264,10590,-663,,,9942,
BOAN,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,7562,,,18117,9270,-245,,,9029,
BOAN,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,8827,,,18368,9760,528,,,10290,
BOAN,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,6065,,,17811,9244,-2492,,,6787,
BOAN,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,6257,,,16811,8195,-699,,,7495,
BOAN,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,6571,,,15675,8121,-135,,,8002,
BOAN,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,5887,,,14439,7306,-195,,,7116,
BOAN,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,1138,,,4781,1690,-429,,,1261,
BOAS,Annuel,An,2024,* Données annuelles en millions de XOF,,22673,,,,19984,783173,,49666,27102,-4429,402460,585770,,
BOAS,Annuel,An,2023,* Données annuelles en millions de XOF,,17904,,,,17022,758148,,45426,21974,-4070,394012,575028,,
BOAS,Annuel,An,2022,* Données annuelles en millions de XOF,,15719,,,,15581,696306,,40503,21800,-6081,358939,546022,,
BOAS,Annuel,An,2021,* Données annuelles en millions de XOF,,10933,,,,11070,626289,,35727,17550,-6617,321621,445946,,
BOAS,Annuel,An,2020,* Données annuelles en millions de XOF,,7632,,,,7667,561588,,29997,11128,-3496,279572,373182,,
BOAS,Annuel,An,2019,* Données annuelles en millions de XOF,,10121,,,,9115,534863,,30102,12365,-2244,267184,342477,,
BOAS,Annuel,An,2018,* Données annuelles en millions de XOF,,9268,,,,8508,449936,,24949,8837,315,241382,290746,,
BOAS,Annuel,An,2017,* Données annuelles en millions de XOF,,10244,,,,11389,459147,,24819,10609,1972,240239,274313,,
BOAS,Annuel,An,2016,* Données annuelles en millions de XOF,,4051,,,,4051,521726,,21985,10739,-6311,235388,318797,,
BOAS,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,2079,361877,,16971,6163,-,193153,206124,,
BOAS,Semestriel,S1,1ersemestre2025,* Données semestrielles en millions de XOF,,,,,,11617,,,25366,-,-,,,13176,
BOAS,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,10308,,,23757,-,-,,,11693,
BOAS,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,9436,,,22921,-,-,,,10574,
BOAS,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,6856,,,18965,-,-,,,7602,
BOAS,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,4061,,,16273,-,-,,,4066,
BOAS,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,3692,,,13389,5355,-1655,,,3707,
BOAS,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,4010,,,14145,6639,-2217,,,4437,
BOAS,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,3802,,,11913,4377,9,,,4627,
BOAS,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,3082,,,12158,6003,1712,,,3667,
BOAS,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,,,,1678,,,9790,4208,1711,,,1890,
BOAS,Semestriel,S2,2èmesemestre2022,* Données semestrielles en millions de XOF,,,,,,15581,,,40503,-,-,,,15720,
BOAS,Semestriel,S2,2èmesemestre2021,* Données semestrielles en millions de XOF,,,,,,11070,,,35727,17550,-6617,,,11075,
BOAS,Semestriel,S2,2èmesemestre2020,* Données semestrielles en millions de XOF,,,,,,7667,,,29997,11128,-3496,,,7672,
BOAS,Semestriel,S2,2èmesemestre2019,* Données semestrielles en millions de XOF,,,,,,9115,,,30102,12364,-2244,,,10066,
BOAS,Semestriel,S2,2èmesemestre2018,* Données semestrielles en millions de XOF,,,,,,8509,,,24949,8837,315,,,9268,
BOAS,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,5230,,,11776,-,-,,,5918,
BOAS,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,4787,,,11504,-,-,,,5406,
BOAS,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,4042,,,10331,-,-,,,4557,
BOAS,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,3297,,,8449,4570,-975,,,3569,
BOAS,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,3304,,,7931,3984,-851,,,3311,
BOAS,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,1839,,,6454,-,-,,,1854,
BOAS,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,2261,,,7367,-,-,,,2565,
BOAS,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,1858,,,5520,-,-,,,2308,
BOAS,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,1564,,,5770,-,-,,,1894,
BOAS,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,,,,,,287,,,4517,-,-,,,288,
BOAS,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,12888,,,33486,,,,,14227,
BOAS,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,10923,,,29461,,,,,12367,
BOAS,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,7558,,,25593,,,,,7563,
BOAS,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,5517,,,20986,,,,,5532,
BOAS,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,6144,,,20728,,,,,6347,
BOAS,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,5430,,,18565,,,,,6152,
BOAS,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,5643,,,18773,,,,,6203,
BOAS,Trimestriel,T4,4èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,19984,,,49666,,,,,22623,
BOAS,Trimestriel,T4,4èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,17022,,,45426,,,,,18927,
BOAS,Autres,T1,2025,* Données semestrielles en millions de XOF,,,,,,5230,,,11776,-,-,,,5918,
BOAS,Autres,S1,2025,* Données semestrielles en millions de XOF,,,,,,11617,,,25366,,,,,13176,
CABC,Annuel,An,2024,* Données annuelles en XOF,19125318524,1784869818,88364722,1873234540,7500000,1224827540,19656293617,,,,,,,,
CABC,Annuel,An,2023,* Données annuelles en XOF,17752564089,1748675441,19298705,1767974146,0,1429806646,19349647741,,,,,,,,
CABC,Annuel,An,2022,* Données annuelles en XOF,16481281370,1631279564,44813954,1676093518,1500000,1075181768,17483499632,,,,,,,,
CABC,Annuel,An,2021,* Données annuelles en XOF,19036863791,628129534,108445865,-,-71206,40094693,16575486566,,,,,,,,
CABC,Annuel,An,2020,* Données annuelles en XOF,18897903618,1662125484,41779993,-5937175,-5937175,1166658052,13385894278,,,,,,,,
CABC,Annuel,An,2019,* Données annuelles en XOF,15199536904,884361856,668086,-,6779661,637951839,13994028124,,,,,,,,
CABC,Annuel,An,2018,* Données annuelles en XOF,13290994189,607549388,1344864,-,314452423,762719881,13155114989,,,,,,,,
CABC,Annuel,An,2017,* Données annuelles en XOF,12476755925,1353230250,4450913,1357681163,-79316666,980205997,11575103681,,,,,,,,
CABC,Annuel,An,2016,* Données annuelles en XOF,10472392103,884627483,2911468,887538951,300000,597612951,10259498642,,,,,,,,
CABC,Annuel,An,2015,* Données annuelles en XOF,13039493879,1322145141,-14487053,1307658088,-224211068,701167520,9155147794,,,,,,,,
CABC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,9615,834,56,890,0,548,,,,,,,,890,
CABC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,8489,1005,18,1023,0,745,,,,,,,,1023,
CABC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,8515,931,36,968,0,614,,,,,,,,968,
CABC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,8492,575,52,627,0,304,,,,,,,,627,
CABC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,10451,1590,-,1590,-5,1144,,,,,,,,1585,
