Ticker,Date,Variation,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total
ORAC M,2024-07,7.25,656910255,12655,54067,12655,54067
ORAC M,2024-06,2.65,265300720,11800,23423,11800,23423
ORAC M,2024-05,4.93,380397410,11495,33948,11495,33948
ORAC M,2024-04,1.01,403476890,10955,37192,10955,37192
ORAC M,2024-03,-0.96,403142355,10845,37231,10845,37231
ORAC M,2024-02,2.77,160566160,10950,14977,10950,14977
ORAC M,2024-01,-2.25,262540230,10655,24675,10655,24675
ORAC M,2023-12,-4.8,716870490,10900,66589,10900,66589
ORAC M,2023-11,10.63,1360504255,11450,128737,11450,128737
ORAC M,2023-10,-2.36,846031865,10350,80193,10350,80193
ORAC M,2023-09,-1.4,852683490,10600,80075,10600,80075
ORAC M,2023-08,7.61,705825780,10750,68902,10750,68902
ORAC M,2023-07,5.05,1206926405,9990,121714,9990,121714
ORAC M,2023-06,-0.68,1616835505,9510,168784,9510,168784
ORAC M,2023-05,3.23,1063319025,9575,112062,9575,112062
ORAC M,2023-04,-2.37,381223485,9275,42076,9275,42076
ORAC M,2023-03,-5.94,864553030,9500,88329,9500,88329
ORAC M,2023-02,-0.49,5801277110,10100,556629,10100,556629
ORAC M,2023-01,-0.59,2407303685,10150,234758,10150,234758
ORAC M,2022-12,,501600370,10210,50274,10210,50274
ORGT M,2025-09,20.23,10588080,2050,5540,2050,5540
ORGT M,2025-08,3.33,79044830,1705,46501,1705,46501
ORGT M,2025-07,0.3,33689340,1650,20736,1650,20736
ORGT M,2025-06,-2.37,34654480,1645,21095,1645,21095
ORGT M,2025-05,-0.88,186611835,1685,114772,1685,114772
ORGT M,2025-04,6.58,64142700,1700,40675,1700,40675
ORGT M,2025-03,2.9,38682020,1595,24638,1595,24638
ORGT M,2025-02,-8.01,314486705,1550,185841,1550,185841
ORGT M,2025-01,-12.24,3441825,1685,2022,1685,2022
ORGT M,2024-12,10.34,27355715,1920,14962,1920,14962
ORGT M,2024-11,-2.79,9688145,1740,5748,1740,5748
ORGT M,2024-10,-5.04,213510565,1790,119456,1790,119456
ORGT M,2024-09,0.27,8211795,1885,4645,1885,4645
ORGT M,2024-08,-3.59,7064540,1880,3862,1880,3862
ORGT M,2024-07,-0.51,47452600,1950,23923,1950,23923
ORGT M,2024-06,8.89,20838565,1960,11798,1960,11798
ORGT M,2024-05,-16.28,54989735,1800,33049,1800,33049
ORGT M,2024-04,-4.44,10284660,2150,4837,2150,4837
ORGT M,2024-03,-2.17,45624615,2250,20696,2250,20696
ORGT M,2024-02,-0.22,41535690,2300,18817,2300,18817
ORGT M,2024-01,-12.69,40211320,2305,17231,2305,17231
ORGT M,2023-12,1.54,46116745,2640,18104,2640,18104
ORGT M,2023-11,5.05,29441110,2600,12729,2600,12729
ORGT M,2023-10,-8.33,170111855,2475,67295,2475,67295
ORGT M,2023-09,8.0,28540670,2700,11257,2700,11257
ORGT M,2023-08,4.17,37320145,2500,14939,2500,14939
ORGT M,2023-07,-5.51,32631490,2400,13312,2400,13312
ORGT M,2023-06,8.55,30594920,2540,13276,2540,13276
ORGT M,2023-05,-5.45,159574545,2340,68414,2340,68414
ORGT M,2023-04,-10.0,25473640,2475,9590,2475,9590
ORGT M,2023-03,-1.61,39103740,2750,13930,2750,13930
ORGT M,2023-02,-6.83,78850865,2795,28331,2795,28331
ORGT M,2023-01,-23.57,151081115,3000,51701,3000,51701
ORGT M,2022-12,33.5,274762805,3925,75635,3925,75635
ORGT M,2022-11,-16.0,104499610,2940,33618,2940,33618
ORGT M,2022-10,-7.89,196066895,3500,57445,3500,57445
ORGT M,2022-09,-6.4,51743695,3800,13958,3800,13958
ORGT M,2022-08,7.12,25445941240,4060,6133802,4060,6133802
ORGT M,2022-07,0.0,55304340,3790,15581,3790,15581
ORGT M,2022-06,-1.17,50054190,3790,13299,3790,13299
ORGT M,2022-05,-4.72,35134765,3835,9512,3835,9512
ORGT M,2022-04,3.21,827269880,4025,207376,4025,207376
ORGT M,2022-03,-6.02,61157805,3900,15580,3900,15580
ORGT M,2022-02,5.2,105805485,4150,26761,4150,26761
ORGT M,2022-01,-5.85,44992995,3945,11282,3945,11282
ORGT M,2021-12,2.2,128636190,4190,32364,4190,32364
ORGT M,2021-11,-5.31,144909700,4100,35556,4100,35556
ORGT M,2021-10,0.0,88649565,4330,21623,4330,21623
ORGT M,2021-09,8.66,479874285,4330,118875,4330,118875
ORGT M,2021-08,-0.13,200402715,3985,51532,3985,51532
ORGT M,2021-07,0.0,51184845,3990,13252,3990,13252
ORGT M,2021-06,-0.99,225924735,3990,56996,3990,56996
ORGT M,2021-05,-1.59,156352985,4030,39639,4030,39639
ORGT M,2021-04,5.68,40630965,4095,10400,4095,10400
ORGT M,2021-03,1.97,27954905,3875,7613,3875,7613
ORGT M,2021-02,-7.09,142994570,3800,38221,3800,38221
ORGT M,2021-01,-1.45,38196200,4090,10461,4090,10461
ORGT M,2020-12,8.21,172423510,4150,44801,4150,44801
ORGT M,2020-11,-0.39,101804705,3835,28002,3835,28002
ORGT M,2020-10,-3.02,13016425,3850,3467,3850,3467
ORGT M,2020-09,-3.05,334901625,3970,83908,3970,83908
ORGT M,2020-08,7.76,181969640,4095,46346,4095,46346
ORGT M,2020-07,-3.8,52275820,3800,13819,3800,13819
ORGT M,2020-06,1.28,71186620,3950,17895,3950,17895
ORGT M,2020-05,-2.13,16963240,3900,4337,3900,4337
ORGT M,2020-04,2.18,119764755,3985,30685,3985,30685
ORGT M,2020-03,-2.13,51272730,3900,13302,3900,13302
ORGT M,2020-02,-1.6,153888950,3985,39142,3985,39142
ORGT M,2020-01,-2.41,44520520,4050,11368,4050,11368
ORGT M,2019-12,4.67,227089155,4150,57130,4150,57130
ORGT M,2019-11,0.0,53866125,3965,13705,3965,13705
ORGT M,2019-10,-0.63,62850825,3965,15896,3965,15896
ORGT M,2019-09,-0.25,32264065,3990,8160,3990,8160
ORGT M,2019-08,0.0,67127095,4000,16971,4000,16971
ORGT M,2019-07,0.0,39402770,4000,9908,4000,9908
ORGT M,2019-06,-2.44,136931005,4000,33650,4000,33650
ORGT M,2019-05,-17.92,218599190,4100,47796,4100,47796
ORGT M,2019-04,,1057267530,4995,251998,4995,251998
PALC M,2025-09,-3.57,240951970,8500,27337,8500,27337
PALC M,2025-08,4.32,508397605,8815,57262,8815,57262
PALC M,2025-07,0.84,1293294250,8450,155427,8450,155427
PALC M,2025-06,19.8,1748319745,8380,231857,8380,231857
PALC M,2025-05,11.03,892588980,6995,132484,6995,132484
PALC M,2025-04,-1.56,1160146290,6300,195455,6300,195455
PALC M,2025-03,4.92,516266875,6400,83090,6400,83090
PALC M,2025-02,31.18,324006425,6100,58094,6100,58094
PALC M,2025-01,-7.0,1223240305,4650,256596,4650,256596
PALC M,2024-12,6.5,479526825,5000,105548,5000,105548
PALC M,2024-11,0.0,402281990,4695,88637,4695,88637
PALC M,2024-10,-2.39,415518640,4695,88852,4695,88852
PALC M,2024-09,-3.41,496691320,4810,103383,4810,103383
PALC M,2024-08,-11.07,510989230,4980,103048,4980,103048
PALC M,2024-07,-10.4,408664650,5600,68621,5600,68621
PALC M,2024-06,4.17,332800740,6250,56766,6250,56766
PALC M,2024-05,-17.13,393837525,6000,66587,6000,66587
PALC M,2024-04,3.5,168525370,7240,23713,7240,23713
PALC M,2024-03,3.17,270565375,6995,39977,6995,39977
PALC M,2024-02,-0.15,274187085,6780,41319,6780,41319
PALC M,2024-01,0.59,142140835,6790,20986,6790,20986
PALC M,2023-12,-0.74,101508815,6750,15402,6750,15402
PALC M,2023-11,-1.45,205171045,6800,31295,6800,31295
PALC M,2023-10,-9.21,294969910,6900,41309,6900,41309
PALC M,2023-09,-4.34,333485015,7600,43103,7600,43103
PALC M,2023-08,-1.85,416280255,7945,52302,7945,52302
PALC M,2023-07,-23.63,1307212790,8095,136930,8095,136930
PALC M,2023-06,8.27,979852080,10600,100348,10600,100348
PALC M,2023-05,-2.1,569192010,9790,58311,9790,58311
PALC M,2023-04,-8.93,455999060,10000,44017,10000,44017
PALC M,2023-03,-0.18,689646585,10980,63540,10980,63540
PALC M,2023-02,10.0,1666613830,11000,156177,11000,156177
PALC M,2023-01,-3.71,1153378760,10000,117085,10000,117085
PALC M,2022-12,5.97,2185547050,10385,221935,10385,221935
PALC M,2022-11,-10.05,1499732425,9800,152636,9800,152636
PALC M,2022-10,-0.91,1762032730,10895,172910,10895,172910
PALC M,2022-09,-1.04,3089647020,10995,301031,10995,301031
PALC M,2022-08,-10.4,1673754230,11110,139990,11110,139990
PALC M,2022-07,-1.78,1829702865,12400,150752,12400,150752
PALC M,2022-06,-1.33,1672582105,12625,132024,12625,132024
PALC M,2022-05,5.74,1927545150,12795,149041,12795,149041
PALC M,2022-04,30.11,1867139645,12100,173904,12100,173904
PALC M,2022-03,2.2,408664105,9300,43503,9300,43503
PALC M,2022-02,30.0,1649146905,9100,207525,9100,207525
PALC M,2022-01,0.14,439913830,7000,62439,7000,62439
PALC M,2021-12,1.45,528624585,6990,78969,6990,78969
PALC M,2021-11,5.19,254946830,6890,37921,6890,37921
PALC M,2021-10,21.97,181907485,6550,29132,6550,29132
PALC M,2021-09,1.51,207348665,5370,38487,5370,38487
PALC M,2021-08,20.36,53028400,5290,12284,5290,12284
PALC M,2021-07,1.03,23106070,4395,5341,4395,5341
PALC M,2021-06,8.75,18969760,4350,4540,4350,4540
PALC M,2021-05,-1.23,69082595,4000,17311,4000,17311
PALC M,2021-04,35.0,19622740,4050,5334,4050,5334
PALC M,2021-03,-7.69,78587535,3000,24339,3000,24339
PALC M,2021-02,3.17,21558420,3250,6231,3250,6231
PALC M,2021-01,40.0,290456885,3150,126208,3150,126208
PALC M,2020-12,40.63,61524495,2250,31522,2250,31522
PALC M,2020-11,9.59,45323140,1600,27668,1600,27668
PALC M,2020-10,16.33,261356635,1460,186799,1460,186799
PALC M,2020-09,4.58,2303060,1255,1863,1255,1863
PALC M,2020-08,3.45,16783315,1200,14631,1200,14631
PALC M,2020-07,-6.83,3531445,1160,3066,1160,3066
PALC M,2020-06,5.51,6162000,1245,5182,1245,5182
PALC M,2020-05,7.27,2849240,1180,2400,1180,2400
PALC M,2020-04,-7.95,2083840,1100,2117,1100,2117
PALC M,2020-03,-33.24,1877825,1195,1315,1195,1315
PALC M,2020-02,-22.84,48249315,1790,20776,1790,20776
PALC M,2020-01,27.47,54030195,2320,29094,2320,29094
PALC M,2019-12,102.22,115794340,1820,96356,1820,96356
PALC M,2019-11,-2.17,63992535,900,70995,900,70995
PALC M,2019-10,-3.16,55431700,920,57655,920,57655
PALC M,2019-09,-5.0,83328115,950,87433,950,87433
PALC M,2019-08,-0.5,3357380,1000,3321,1000,3321
PALC M,2019-07,-12.23,15535220,1005,16329,1005,16329
PALC M,2019-06,-8.03,14837655,1145,12477,1145,12477
PALC M,2019-05,-0.4,68080255,1245,53497,1245,53497
PALC M,2019-04,-16.67,19047865,1250,14633,1250,14633
PALC M,2019-03,-6.25,8433865,1500,5367,1500,5367
PALC M,2019-02,-8.57,10413195,1600,6590,1600,6590
PALC M,2019-01,-7.89,16627200,1750,9148,1750,9148
PALC M,2018-12,-2.56,8502710,1900,4109,1900,4109
PALC M,2018-11,-14.47,12807990,1950,6541,1950,6541
PALC M,2018-10,-27.5,21921340,2280,8375,2280,8375
PALC M,2018-09,-1.72,65927765,3145,20480,3145,20480
PALC M,2018-08,0.0,11759375,3200,3636,3200,3636
PALC M,2018-07,0.0,270736560,3200,87269,3200,87269
PALC M,2018-06,-35.61,28013750,3200,8199,3200,8199
PALC M,2018-05,-17.17,9717775,4970,1823,4970,1823
PALC M,2018-04,-18.92,126920915,6000,19374,6000,19374
PALC M,2018-03,-1.2,173821505,7400,24599,7400,24599
PALC M,2018-02,47.15,122022050,7490,19627,7490,19627
PALC M,2018-01,-7.45,171030635,5090,30672,5090,30672
PALC M,2017-12,37.5,22806555,5500,4698,5500,4698
PALC M,2017-11,-11.11,159420065,4000,39349,4000,39324
PALC M,2017-10,9.62,68256050,4500,15630,9000,7815
PALC M,2017-09,-18.71,80265545,4105,15796,8210,7898
PALC M,2017-08,-6.91,70150455,5050,12736,10100,6368
PALC M,2017-07,-1.36,720396540,5425,127304,10850,63652
PALC M,2017-06,-9.09,30736385,5500,5270,11000,2635
PALC M,2017-05,-16.53,128486600,6050,18638,12100,9319
PALC M,2017-04,10.66,281518300,7248,42150,14495,21075
PALC M,2017-03,-6.43,198887155,6550,30834,13100,15417
PALC M,2017-02,12.22,141577035,7000,22174,14000,11087
PALC M,2017-01,-10.89,149441180,6238,23562,12475,11781
PALC M,2016-12,9.38,548160560,7000,88100,14000,44050
PALC M,2016-11,4.92,920244555,6400,146570,12800,73285
PALC M,2016-10,-2.4,915128720,6100,146478,12200,73239
PALC M,2016-09,22.55,391950300,6250,65808,12500,32904
PALC M,2016-08,-5.12,478130120,5100,95762,10200,47881
PALC M,2016-07,9.63,1671478850,5375,317638,10750,158819
PALC M,2016-06,-7.49,160729885,4903,35002,9805,17501
PALC M,2016-05,0.0,715994095,5300,136480,10600,68240
PALC M,2016-04,11.58,533650635,5300,107826,10600,53913
PALC M,2016-03,-5.0,66642205,4750,13668,9500,6834
PALC M,2016-02,-4.76,1241386150,5000,250906,10000,125453
PALC M,2016-01,-12.5,454998100,5250,86582,10500,43291
PALC M,2015-12,-0.3,80571830,6000,15044,12000,7522
PALC M,2015-11,-16.97,116581890,6018,17930,12035,8965
PALC M,2015-10,0.0,468661870,7248,63864,14495,31932
PALC M,2015-09,-4.63,247213055,7248,33688,14495,16844
PALC M,2015-08,4.83,1893641320,7600,254454,15200,127227
PALC M,2015-07,-12.12,2531100545,7250,339794,14500,169897
PALC M,2015-06,-5.71,481975615,8250,57064,16500,28532
PALC M,2015-05,-2.78,218124480,8750,24598,17500,12299
PALC M,2015-04,0.0,335290685,9000,37310,18000,18655
PALC M,2015-03,0.0,113571365,9000,12564,18000,6282
PALC M,2015-02,-3.74,83454680,9000,9140,18000,4570
PALC M,2015-01,10.32,157722010,9350,17506,18700,8753
PALC M,2014-12,-0.29,148091270,8475,17248,16950,8624
PALC M,2014-11,13.33,350181475,8500,43944,17000,21972
PALC M,2014-10,-14.29,387960440,7500,50068,15000,25034
PALC M,2014-09,-2.78,491595770,8750,56186,17500,28093
PALC M,2014-08,-4.26,574316185,9000,61910,18000,30955
PALC M,2014-07,9.9,1767699825,9400,199096,18800,99548
PALC M,2014-06,-2.25,115884740,8553,13822,17105,6911
PALC M,2014-05,6.02,738001145,8750,82520,17500,41260
PALC M,2014-04,-8.3,57115385,8253,6770,16505,3385
PALC M,2014-03,-3.49,76647960,9000,8038,18000,4019
PALC M,2014-02,-6.73,155763915,9325,16510,18650,8255
PALC M,2014-01,-4.78,986260490,9998,103808,19995,51904
PALC M,2013-12,27.27,120919285,10500,13222,21000,6611
PALC M,2013-11,6.11,146585335,8250,18266,16500,9133
PALC M,2013-10,0.32,100084460,7775,12574,15550,6287
PALC M,2013-09,-3.13,74242135,7750,9370,15500,4685
PALC M,2013-08,-5.88,130891035,8000,16604,16000,8302
PALC M,2013-07,-2.83,100200320,8500,11896,17000,5948
PALC M,2013-06,-14.61,115509260,8748,12374,17495,6187
PALC M,2013-05,7.84,1559157435,10245,151430,20490,75715
PALC M,2013-04,0.0,926199060,9500,92952,19000,46476
PALC M,2013-03,13.12,488455515,9500,56924,19000,28462
PALC M,2013-02,6.98,191140460,8398,23424,16795,11712
PALC M,2013-01,-12.29,86613025,7850,10732,15700,5366
PALC M,2012-12,12.58,177020430,8950,24448,17900,12224
PALC M,2012-11,-2.45,301449705,7950,36748,15900,18374
PALC M,2012-10,-16.41,352463595,8150,40468,16300,20234
PALC M,2012-09,-7.14,294781355,9750,29352,19500,14676
PALC M,2012-08,5.0,201053085,10500,19226,21000,9613
PALC M,2012-07,-11.72,206309330,10000,20194,20000,10097
PALC M,2012-06,22.13,470492550,11328,44188,22655,22094
PALC M,2012-05,-9.49,132645735,9275,13828,18550,6914
PALC M,2012-04,10.19,386368660,10248,37138,20495,18569
PALC M,2012-03,-7.0,586266625,9300,57032,18600,28516
PALC M,2012-02,18.41,899911000,10000,96834,20000,48417
PALC M,2012-01,8.97,131927835,8445,16822,16890,8411
PALC M,2011-12,13.92,157709200,7750,21216,15500,10608
PALC M,2011-11,-29.14,346104375,6803,44984,13605,22492
PALC M,2011-10,42.75,1108776000,9600,123820,19200,61910
PALC M,2011-09,12.08,424209170,6725,66154,13450,33077
PALC M,2011-08,-3.54,443950455,6000,67568,12000,33784
PALC M,2011-07,38.22,87394640,6220,18360,12440,9180
PALC M,2011-06,-20.28,125407445,4500,23860,9000,11930
PALC M,2011-05,-7.84,422014780,5645,73464,11290,36732
PALC M,2011-02,-12.5,158061185,6125,25678,12250,12839
PALC M,2011-01,0.17,62682580,7000,8956,14000,4478
PALC M,2010-12,-0.17,110502450,6988,15280,13975,7640
PALC M,2010-11,5.26,90024210,7000,11916,14000,5958
PALC M,2010-10,20.91,71412790,6650,11990,13300,5995
PALC M,2010-09,22.22,769640640,5500,153386,11000,76693
PALC M,2010-08,-4.42,149585260,4500,28432,9000,14216
PALC M,2010-07,35.87,92111480,4708,23846,9415,11923
PALC M,2010-06,33.37,35195645,3465,10738,6930,5369
PALC M,2010-05,0.0,56982005,2598,22824,5195,11412
PALC M,2010-04,-13.4,15334440,2598,5484,5195,2742
PALC M,2010-03,-0.1,680644010,3000,226920,6000,113460
PALC M,2010-02,0.1,227168415,3003,70004,6005,35002
PALC M,2010-01,-15.45,6995230,3000,2168,6000,1084
PALC M,2009-12,-2.79,18726330,3548,5238,7095,2619
PALC M,2009-11,21.67,79612890,3650,24046,7300,12023
PALC M,2009-10,-16.67,17571840,3000,5512,6000,2756
PALC M,2009-09,-9.95,24681125,3600,6360,7200,3180
PALC M,2009-08,-0.05,23469225,3998,5876,7995,2938
PALC M,2009-07,0.0,748599680,4000,207334,8000,103667
PALC M,2009-06,60.0,80514160,4000,26570,8000,13285
PALC M,2009-05,-16.67,13369770,2500,4794,5000,2397
PALC M,2009-04,-33.3,7335140,3000,2378,6000,1189
PALC M,2009-03,-11.8,1601985,4498,338,8995,169
PALC M,2009-02,-21.24,6584720,5100,1478506,10200,739253
PALC M,2009-01,-8.16,22087400,6475,3152,12950,1576
PALC M,2008-12,-6.0,23348765,7050,3176,14100,1588
PALC M,2008-11,-20.42,41898850,7500,5570,15000,2785
PALC M,2008-10,-18.04,242451485,9425,22308,18850,11154
PALC M,2008-09,-6.43,65603775,11500,5346,23000,2673
PALC M,2008-08,-4.73,254655625,12290,20336,24580,10168
PALC M,2008-07,1.03,227554640,12900,17030,25800,8515
PALC M,2008-06,34.4,80353550,12768,7876,25535,3938
PALC M,2008-05,-5.0,493604800,9500,51758,19000,25879
PALC M,2008-04,26.58,221335280,10000,22192,20000,11096
PALC M,2008-03,35.04,53235230,7900,7976,15800,3988
PALC M,2008-02,1.74,9830207880,5850,1639116,11700,819558
PALC M,2008-01,12.75,1068488065,5750,187658,11500,93829
PALC M,2007-12,7.37,7366489590,5100,1480730,10200,740365
PALC M,2007-11,6.74,204185225,4750,43650,9500,21825
PALC M,2007-10,-21.93,27018675,4450,5420,8900,2710
PALC M,2007-09,6.05,19820070,5700,3366,11400,1683
PALC M,2007-08,8.59,3129846750,5375,661156,10750,330578
PALC M,2007-07,23.81,125947060,4950,28402,9900,14201
PALC M,2007-06,-0.05,85226155,3998,24106,7995,12053
PALC M,2007-05,21.21,27785415,4000,6504,8000,3252
PALC M,2007-04,33.17,24960800,3300,8746,6600,4373
PALC M,2007-03,47.94,5162220,2478,2608,4955,1304
PALC M,2007-02,11.67,7899950,1675,4912,3350,2456
PALC M,2007-01,0.0,3216000,1500,2144,3000,1072
PALC M,2006-12,0.0,3751000,1500,2518,3000,1259
PALC M,2006-11,0.0,3375000,1500,2250,3000,1125
PALC M,2006-10,-16.67,552000,1500,368,3000,184
PALC M,2006-09,0.0,1724400,1800,958,3600,479
PALC M,2006-08,27.84,11482000,1800,6786,3600,3393
PALC M,2006-07,4.3,11769705,1408,8204,2815,4102
PALC M,2006-06,100.0,3188940,1350,2844,2700,1422
PALC M,2006-05,12.88,14052810,675,24556,1350,12278
PALC M,2006-04,-8.0,1497525,598,2450,1195,1225
PALC M,2006-03,-6.88,303500,650,448,1300,224
PALC M,2006-02,-12.75,615850,698,780,1395,390
PALC M,2006-01,0.0,352000,800,440,1600,220
PALC M,2005-12,-3.03,180800,800,226,1600,113
PALC M,2005-11,-0.96,330000,825,400,1650,200
PALC M,2005-10,0.0,8325,833,10,1665,5
PALC M,2005-09,-7.44,140625,833,160,1665,80
PALC M,2005-08,-5.26,4341000,900,4820,1800,2410
PALC M,2005-07,0.0,1286300,950,1354,1900,677
PALC M,2005-06,0.0,763800,950,804,1900,402
PALC M,2005-05,0.0,803700,950,846,1900,423
PALC M,2005-04,0.0,3363175,950,3544,1900,1772
PALC M,2005-03,0.0,1900,950,2,1900,1
PALC M,2005-01,0.0,57000,950,60,1900,30
PALC M,2004-12,0.0,10869900,950,11442,1900,5721
PALC M,2004-11,0.21,410390,950,432,1900,216
PALC M,2004-10,-4.72,2219045,948,2342,1895,1171
PALC M,2004-09,0.0,238800,995,240,1990,120
PALC M,2004-08,0.0,2023830,995,2034,1990,1017
PALC M,2004-07,0.0,967140,995,972,1990,486
PALC M,2004-06,0.0,99500,995,100,1990,50
PALC M,2004-05,0.0,630830,995,634,1990,317
PALC M,2004-04,-7.44,3867930,995,3646,1990,1823
PALC M,2003-12,7.5,1264575,1075,1356,2150,678
PALC M,2003-11,0.0,20000,1000,20,2000,10
PALC M,2003-10,0.2,2212000,1000,2212,2000,1106
PALC M,2003-09,-0.2,1609325,998,1612,1995,806
PALC M,2003-08,0.0,2066000,1000,2066,2000,1033
PALC M,2003-07,-20.0,8302000,1000,8302,2000,4151
PALC M,2003-05,-9.94,1250000,1250,1000,2500,500
PALC M,2003-04,-7.47,205350,1388,148,2775,74
PALC M,2003-03,0.0,12000,1500,8,3000,4
PALC M,2002-12,16.73,2203000,1500,1514,3000,757
PALC M,2002-10,-0.39,2287300,1285,1780,2570,890
PALC M,2002-09,-0.39,77400,1290,60,2580,30
PALC M,2002-08,-0.38,103750,1295,80,2590,40
PALC M,2002-07,-6.81,1692600,1300,1302,2600,651
PALC M,2002-06,-5.42,3751880,1395,2690,2790,1345
PALC M,2002-05,0.0,4292250,1475,2910,2950,1455
PALC M,2002-03,0.0,2950,1475,2,2950,1
PALC M,2002-02,-1.67,224200,1475,152,2950,76
PALC M,2002-01,-6.13,900000,1500,600,3000,300
PALC M,2001-12,0.0,15978195,1598,10002,3195,5001
PALC M,2001-10,-8.69,25951700,1598,16220,3195,8110
PALC M,2001-09,0.0,35000,1750,20,3500,10
PALC M,2001-08,0.0,5320000,1750,3040,3500,1520
PALC M,2001-07,0.0,3580500,1750,2046,3500,1023
PALC M,2001-06,-10.26,5902800,1750,3136,3500,1568
PALC M,2001-05,-2.5,5374300,1950,2754,3900,1377
PALC M,2001-04,0.0,6094400,2000,3114,4000,1557
PALC M,2001-03,2.56,7760800,2000,3974,4000,1987
PALC M,2001-02,0.0,8817900,1950,4522,3900,2261
PALC M,2001-01,-5.93,13958250,1950,7084,3900,3542
PALC M,2000-12,3.65,15215700,2073,7286,4145,3643
PALC M,2000-11,-4.76,25313200,2000,12076,4000,6038
PALC M,2000-10,-6.67,16244025,2100,7312,4200,3656
PALC M,2000-09,0.0,13846500,2250,6154,4500,3077
PALC M,2000-08,-10.0,8448820,2250,3474,4500,1737
PALC M,2000-07,0.0,9800000,2500,3920,5000,1960
PALC M,2000-06,0.0,515000,2500,206,5000,103
PALC M,2000-05,0.0,880000,2500,352,5000,176
PALC M,2000-04,0.0,2330000,2500,932,5000,466
PALC M,2000-03,0.0,4160000,2500,1664,5000,832
PALC M,2000-02,-16.67,10240000,2500,4082,5000,2041
PALC M,2000-01,0.0,2574000,3000,858,6000,429
PALC M,1999-12,0.0,166086000,3000,55362,6000,27681
PALC M,1999-11,0.0,23831880,3000,7944,6000,3972
PALC M,1999-10,,11241150,3000,3048,6000,1524
PRSC M,2025-09,-0.38,3083525,2620,1198,2620,1198
PRSC M,2025-08,-1.87,12898240,2630,4986,2630,4986
PRSC M,2025-07,7.2,20012620,2680,7694,2680,7694
PRSC M,2025-06,2.46,15092505,2500,6040,2500,6040
PRSC M,2025-05,26.1,30320635,2440,13674,2440,13674
PRSC M,2025-04,-4.91,21687320,1935,11757,1935,11757
PRSC M,2025-03,7.96,44801385,2035,23604,2035,23604
PRSC M,2025-02,4.14,22878210,1885,12388,1885,12388
PRSC M,2025-01,-17.73,6685820,1810,3362,1810,3362
PRSC M,2024-12,12.82,8375605,2200,4251,2200,4251
PRSC M,2024-11,-1.76,9673970,1950,4898,1950,4898
PRSC M,2024-10,-7.67,11303060,1985,5468,1985,5468
PRSC M,2024-09,-17.31,11837955,2150,5059,2150,5059
PRSC M,2024-08,9.94,7517265,2600,2922,2600,2922
PRSC M,2024-07,3.05,4944925,2365,2240,2365,2240
PRSC M,2024-06,-0.22,57128460,2295,25946,2295,25946
PRSC M,2024-05,0.0,6865240,2300,3060,2300,3060
PRSC M,2024-04,0.88,16548025,2300,7605,2300,7605
PRSC M,2024-03,2.47,12508380,2280,6402,2280,6402
PRSC M,2024-02,3.49,7231670,2225,3374,2225,3374
PRSC M,2024-01,13.16,11319105,2150,5944,2150,5944
PRSC M,2023-12,8.57,23252755,1900,13403,1900,13403
PRSC M,2023-11,-24.41,35082530,1750,18876,1750,18876
PRSC M,2023-10,-17.32,16276945,2315,6113,2315,6113
PRSC M,2023-09,-13.85,33784220,2800,10334,2800,10334
PRSC M,2023-08,4.84,18273030,3250,5771,3250,5771
PRSC M,2023-07,0.0,20814070,3100,6967,3100,6967
PRSC M,2023-06,10.71,22637125,3100,8047,3100,8047
PRSC M,2023-05,-2.78,19865970,2800,7279,2800,7279
PRSC M,2023-04,-0.69,29866280,2880,10336,2880,10336
PRSC M,2023-03,1.75,55597110,2900,19040,2900,19040
PRSC M,2023-02,-3.39,27211650,2850,9065,2850,9065
PRSC M,2023-01,-7.67,18534435,2950,6300,2950,6300
PRSC M,2022-12,1.43,10434775,3195,3441,3195,3441
PRSC M,2022-11,-12.5,12574080,3150,3835,3150,3835
PRSC M,2022-10,0.0,13402505,3600,3849,3600,3849
PRSC M,2022-09,-1.37,11316915,3600,3107,3600,3107
PRSC M,2022-08,4.29,13213920,3650,3554,3650,3554
PRSC M,2022-07,-1.27,42332780,3500,11771,3500,11771
PRSC M,2022-06,1.43,62481200,3545,18000,3545,18000
PRSC M,2022-05,-17.76,52137650,3495,15231,3495,15231
PRSC M,2022-04,-9.77,129937945,4250,28368,4250,28368
PRSC M,2022-03,-3.88,101331290,4710,21574,4710,21574
PRSC M,2022-02,22.5,154142570,4900,35984,4900,35984
PRSC M,2022-01,-4.76,18147265,4000,4804,4000,4804
PRSC M,2021-12,26.7,65969875,4200,17943,4200,17943
PRSC M,2021-11,1.53,51353150,3315,15611,3315,15611
PRSC M,2021-10,4.98,37049590,3265,11939,3265,11939
PRSC M,2021-09,15.19,48123090,3110,15965,3110,15965
PRSC M,2021-08,-5.59,32908000,2700,11097,2700,11097
PRSC M,2021-07,10.64,7466810,2860,2838,2860,2838
PRSC M,2021-06,-4.26,10212840,2585,3661,2585,3661
PRSC M,2021-05,26.17,6341480,2700,2590,2700,2590
PRSC M,2021-04,1.9,19607000,2140,9572,2140,9572
PRSC M,2021-03,1.94,12685460,2100,6046,2100,6046
PRSC M,2021-02,-5.5,16294200,2060,7733,2060,7733
PRSC M,2021-01,-0.68,6695215,2180,3110,2180,3110
